Gene	DMSO_rep1	DMSO_rep2	E2_rep1	E2_rep2
RTN3P1	0	0	0	0
AC020593.1	0	0	0	0
TEMN3-AS1	0	0	0	0
AC006499.7	0	0	0	0
AC017091.1	17	9	12	11
MTCYBP35	0	0	0	0
AC026774.2	0	0	0	0
AC093826.1	0	0	0	0
IRF5P1	0	0	0	0
HSPD1P11	4	9	8	8
MSANTD3-TMEFF1	0	0	0	0
LINC02475	0	0	1	0
AC122714.2	0	0	0	0
MTND3P5	0	0	0	0
AC024451.1	0	0	0	0
RAB5CP2	0	0	0	0
AP000350.4	0	0	0	0
WWC2-AS2	0	1	0	2
KHDC1P1	0	0	0	0
AC012625.1	0	0	0	0
LINC02315	0	0	0	0
AC107884.1	12	17	8	8
AC122710.2	0	0	0	0
DBIP2	0	0	0	0
AC091917.3	0	0	1	0
AC016632.1	0	0	0	0
ZNF550	100	118	149	174
SEMA5A-AS1	0	0	0	0
AC010634.1	0	0	0	0
LINC00499	0	0	0	0
AC092593.2	0	0	0	0
AC010598.1	0	0	0	0
AC034238.3	0	0	0	0
AC079340.2	0	0	0	0
AC096582.2	0	0	0	0
AC099550.1	38	54	49	48
DCANP1	0	0	0	0
LINC00958	2	0	1	0
LINC02483	0	0	0	0
MTCYBP16	0	0	0	0
AC008667.3	0	0	0	0
AC079380.1	0	0	0	0
YTHDF1P1	1	0	0	0
AC113378.1	0	0	0	0
AC005280.1	0	0	0	0
FTH1P9	0	0	0	0
LINC01301	2	1	1	1
LINC01256	0	0	0	0
AC092542.1	0	0	0	0
ALDH7A1P1	0	0	0	0
AC093729.1	0	0	0	0
FAM90A25P	0	0	0	0
AC008676.2	0	0	0	0
MTND1P22	0	0	0	0
AC113615.1	0	0	1	0
AC008592.4	0	0	0	0
AC007106.1	0	0	1	0
AC093827.3	1	0	0	0
AC006296.2	0	0	0	0
AC068898.2	1	0	0	0
AC138956.2	0	0	0	0
AC103879.1	0	0	0	0
AC145285.2	5	0	2	5
ASS1P8	0	0	0	0
AC108120.3	0	0	0	0
AC016556.1	0	0	0	0
AC016576.1	0	0	0	0
AC021146.9	0	0	0	0
AC010451.2	0	0	0	0
AC111000.6	0	0	0	0
AC098679.2	0	0	0	0
MTCO3P27	0	0	0	0
AC245884.7	0	0	0	0
AC108062.1	6	7	7	6
CCNHP1	0	0	0	0
AC104071.1	0	0	0	0
C1GALT1P2	0	0	0	0
NUP58P1	0	0	0	0
NDUFS5P4	0	0	0	0
AC104078.2	0	0	0	0
AC006070.1	0	0	0	0
STMN1P2	0	0	0	0
RTEL1P1	2	1	0	0
LINC01094	0	0	1	0
LINC02160	0	0	0	0
AC021151.1	0	0	0	0
AC113391.2	0	0	0	0
AC107027.2	0	0	0	0
AC063919.1	0	0	0	0
MTND1P19	0	0	0	0
RASGRF2-AS1	0	0	0	0
GTF2IP9	2	2	1	2
AC109811.2	0	0	1	1
HAUS1P1	0	0	0	0
AC025244.2	0	0	0	0
AC092611.1	0	3	0	0
AC113398.2	0	0	0	0
AC139491.4	0	0	0	0
AC013724.1	0	0	0	0
AC097381.2	0	0	0	0
AC091133.3	0	0	0	0
FKBP4P1	0	0	0	0
RPL7L1P13	1	1	0	0
AC020893.2	0	0	0	0
AC135352.1	1	0	0	1
ASNSP4	0	0	0	0
AC016933.1	0	0	0	0
AC004069.2	0	0	0	0
RPL32P3	31	35	34	39
MTCO1P31	0	0	0	0
AC114322.1	0	0	0	0
AC008817.1	2	0	0	2
AKIRIN2P1	0	0	0	0
LYPLA1P2	0	0	0	0
AL356488.1	1	0	0	0
AC068134.3	3	2	1	1
AC106744.2	0	0	0	0
AC115622.1	0	4	1	1
AC108941.1	0	0	0	0
AC093763.1	0	0	0	0
OR7E28P	0	0	0	0
AC104136.1	0	0	0	0
FOXD1	3	1	3	1
PPIAP11	0	2	2	2
PITPNM2-AS1	0	0	0	0
AC021146.10	0	0	0	0
AC114774.1	0	0	0	0
CENPS-CORT	0	0	0	0
LINC01099	0	0	0	0
AC010451.3	0	0	0	0
AL133380.1	0	0	0	0
AC022486.1	0	0	0	0
AC096736.3	0	0	0	0
LIX1-AS1	1	1	0	1
CCDC11P1	0	0	0	0
AC098583.2	0	1	0	0
AC096734.1	0	0	0	0
LINC02110	0	0	0	0
AL162431.3	0	0	0	0
IMPA1P1	0	0	0	0
AC108159.1	0	0	0	0
TCP11X3P	0	0	0	0
LINC02435	0	0	0	0
AC097110.1	0	0	0	0
AC021146.11	0	0	0	0
AC091849.2	1	0	0	2
LINC00605	0	0	0	0
AC079140.4	1	1	0	0
AC055717.1	0	0	0	0
AC005324.3	0	0	0	0
LINC02201	0	0	0	0
SNX18P24	0	0	0	0
LINC01957	0	0	0	0
LINC02230	0	0	0	0
MTND5P12	0	1	0	0
AC136628.2	0	0	0	0
IGKV1D-39	0	0	0	0
AC106760.2	0	0	0	0
AC091965.3	0	0	0	0
AC091133.4	1	1	0	0
COQ10BP2	0	0	0	0
DDX18P4	0	1	1	0
	0	0	0	1
AC096711.2	0	0	0	0
AC091887.1	0	0	0	0
HNRNPKP3	0	0	0	0
MALAT1	24631	30911	22391	30007
IARS2P1	0	0	0	0
	0	0	0	0
HMGB1P35	0	0	0	0
AC018680.1	0	0	0	0
ALG3P1	0	0	0	0
AC093899.2	0	0	0	0
DDX3P3	0	0	0	0
AF213884.2	0	0	0	0
LINC02106	0	0	0	0
AC099520.1	25	19	10	11
C5orf64-AS1	0	0	0	0
LINC01267	0	0	0	1
AC105460.2	0	0	0	0
TRBV21-1	0	0	0	0
AC055733.3	0	0	0	0
LINC02482	18	8	9	13
AC008427.1	0	0	0	0
AC096751.2	0	0	0	0
AC026444.1	0	0	0	0
TET2-AS1	1	0	0	0
LDHAP1	1	0	0	0
AC125336.1	0	0	0	0
NIFKP7	0	0	0	0
AC016612.1	0	0	0	0
MSNP1	0	0	0	0
ABCA11P	5	2	11	6
HADHAP1	0	2	0	0
RPL37P25	0	0	0	0
AC096711.3	0	0	0	0
AC116345.3	0	0	0	0
AC139713.2	0	0	0	0
AC022441.2	0	0	0	0
AL928654.1	20	33	29	23
AC092611.2	13	13	6	4
LINC01385	0	0	0	0
AC104108.1	0	0	0	0
	0	0	1	0
OR12D1	0	0	0	0
SETP12	1	1	0	0
AC083906.4	0	0	0	0
FAM160A1-DT	5	10	1	5
AC063979.2	1	0	0	0
HSPA8P19	0	0	0	0
AC104825.1	9	12	15	11
AC113410.2	0	0	0	0
	0	0	0	0
AC007322.4	0	0	0	0
LINC02508	0	0	0	0
STPG2-AS1	0	1	0	0
AC009487.3	0	1	0	0
AC139491.5	0	0	0	0
UNC93B7	0	0	0	0
AC010395.2	0	0	0	0
AC106789.1	0	0	0	0
LINC02241	0	0	0	0
AC119751.6	0	0	0	0
LINC02172	0	0	1	1
GYG1P1	0	0	0	1
AC145138.1	7	1	3	5
LINC02278	1	0	0	0
LINC01218	0	0	0	0
AP003716.1	1	2	3	2
AC006390.1	0	0	0	0
AC092535.2	0	0	0	0
AC098680.1	0	0	0	0
AC093763.2	0	0	0	0
HPRT1P1	0	0	0	0
AC114781.4	0	0	0	0
AC008958.1	0	0	0	1
LINC02379	0	0	0	0
AC092535.3	0	0	0	0
AC099499.1	0	0	0	0
PRB1	0	0	0	0
PRELID3BP5	0	0	0	0
AC007036.3	0	0	0	0
AC136475.1	6	6	5	5
	0	0	0	0
SUMO2P5	0	0	0	0
PCDHA12	11	11	8	11
AC005920.3	1	0	3	0
ZNF346-IT1	2	1	0	3
BRCC3P1	0	0	1	2
AC113404.2	0	0	0	0
FAM86EP	25	15	67	66
AC113346.2	0	0	0	0
AC010260.1	0	0	0	0
SNHG27	0	0	0	0
AC027343.3	0	0	0	0
AC073848.1	0	0	0	0
AC008591.1	0	0	0	0
AC122718.2	0	0	2	2
UGT2B27P	0	0	0	0
OR10J8P	0	0	0	0
AC104791.1	2	1	0	1
LINC02507	1	2	0	0
AC079140.5	1	2	8	14
AC114786.3	0	0	0	0
PTX4	4	1	2	3
USP17L9P	0	0	0	0
	0	0	0	1
	0	0	0	0
RN7SKP24	0	0	0	0
RNA5SP445	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-857P	0	0	0	0
RNU6-998P	0	0	1	0
RF00561	0	0	0	0
RNA5-8SP6	1294	1171	1706	1560
RNU7-61P	0	0	0	0
RNU7-37P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-632P	0	0	0	0
RNU7-20P	0	0	0	0
	0	0	0	0
RN7SKP67	0	0	0	0
RF00263	0	0	0	0
	0	0	0	0
RNA5SP419	0	0	0	0
RNU2-13P	0	0	2	3
RNU6-408P	0	0	0	0
RNU7-123P	0	0	0	0
	0	1	1	0
RNU5E-3P	0	0	1	0
	0	0	0	0
RNU7-175P	0	0	0	0
	0	0	0	0
RNU7-41P	0	0	0	0
RNU6-488P	0	0	0	0
RF00019	0	0	0	0
RNA5SP401	0	0	0	0
RF00394	0	0	0	2
	0	0	0	0
RN7SKP122	0	0	0	0
SCARNA8	0	1	0	0
RF00402	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-1053P	0	0	0	0
	0	0	0	0
RNU4ATAC13P	0	0	0	0
RN7SKP13	0	0	0	0
RF00402	0	0	0	0
RNU7-124P	1	0	0	0
RNA5SP112	0	0	0	0
RNU7-60P	0	0	0	0
RNU4ATAC11P	0	0	0	0
	0	0	0	0
RNU5F-8P	0	0	0	0
RN7SKP46	0	0	0	0
RNU4-29P	0	0	0	0
RNU6-75P	0	0	0	0
RNU6-999P	0	0	0	0
	0	0	0	0
RNA5SP385	0	0	0	0
RNU6-848P	0	0	0	0
	0	0	0	0
RN7SKP298	0	0	0	0
RNA5SP418	0	0	0	0
RNU6-138P	0	0	0	0
	0	0	0	0
RNU6-470P	0	0	0	0
RNA5SP446	0	0	0	0
RNA5SP518	0	0	0	0
RNU7-8P	0	0	0	0
RNA5SP217	1	0	0	0
	0	0	0	0
RNA5SP486	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-1129P	0	0	0	0
RNU6-377P	1	1	0	0
RF01293	0	0	0	0
RN7SKP242	0	0	0	0
	0	0	0	0
RF00334	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RNA5SP356	0	0	0	0
RNU6-1170P	0	0	0	0
RNA5SP20	0	0	0	0
RNU7-47P	0	0	0	0
RNU5A-7P	0	0	0	0
RNU4-57P	0	0	0	0
SCARNA6	29	20	12	32
RF00019	0	0	0	0
	0	0	0	0
RNU6-237P	0	0	0	0
	1	1	3	3
RF00156	0	0	0	0
	0	0	0	0
RNU6-863P	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00322	0	0	0	0
RF00019	0	0	0	0
RNU6-1294P	0	0	0	0
RF00602	1	0	0	0
	1	0	2	0
RNU6-202P	0	0	0	0
	0	0	0	0
RN7SKP14	0	0	0	0
RN7SKP132	0	0	0	0
RF00019	0	0	0	0
RF00019	0	0	0	0
RNU6-983P	0	0	0	0
RN7SKP18	0	0	0	0
SNORD116-26	0	0	0	0
RNA5SP157	0	0	0	0
	0	0	0	0
RF00601	0	0	0	0
RNU6-322P	1	0	0	1
RNU6-583P	0	0	0	0
RF00413	0	0	0	0
RNA5SP162	0	0	0	0
	0	0	0	0
RN7SKP19	0	0	0	0
	0	0	0	0
RF00322	0	0	0	0
RNA5SP436	0	0	0	0
RF00218	0	0	0	0
RNU6-1114P	0	1	0	0
	0	0	0	0
RNU6-319P	0	0	0	0
RNU6ATAC32P	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RF00322	0	0	0	0
RNU7-12P	0	0	0	0
RN7SKP155	0	0	0	0
RNU6-1334P	0	0	0	0
RNU6-732P	0	0	0	0
RNU6-803P	0	0	0	0
RF00537	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP96	0	0	0	0
RNU6-772P	0	0	0	0
RF00019	0	0	0	0
RNU6-507P	0	0	0	0
MIR449C	0	0	0	0
RNA5SP362	0	0	0	0
RF00322	0	0	0	0
RNU6-1288P	0	0	0	0
	0	0	0	0
RF00601	0	0	0	0
MIR1343	0	1	0	0
	0	0	0	0
RF00019	0	0	0	0
RNU6-518P	0	0	0	0
SCARNA21B	0	0	0	0
AC009812.1	7	7	3	13
RNU7-71P	0	1	0	0
SCARNA23	1	1	1	5
RNU2-69P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP182	0	0	0	0
RNU6-615P	0	0	0	0
RNU5F-2P	0	0	0	0
	1	0	0	0
RNU2-45P	0	0	0	0
RF00152	0	0	0	0
	0	0	0	0
RNU7-75P	0	0	0	0
	0	0	0	0
RNU6-475P	0	0	0	0
RNU6ATAC17P	0	0	0	0
RNA5SP288	0	0	0	0
	0	0	0	0
RNU6-120P	0	0	0	0
RNU6-760P	0	0	0	0
RN7SKP190	0	0	0	0
RNU4-49P	0	0	0	0
RNA5SP497	0	0	0	0
RNU7-79P	0	0	0	0
RNU7-84P	0	0	0	0
RF00156	0	0	0	0
	0	0	0	0
RNU6-976P	0	0	0	0
SNORD116-27	0	0	0	0
RNU6-916P	0	0	0	0
SCARNA11	0	0	0	1
	0	0	0	0
VTRNA2-2P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP272	0	0	0	0
RNU7-2P	0	0	0	0
RNU6-351P	0	0	0	0
RNU6-240P	0	0	0	0
RNU6-491P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-513P	0	0	0	0
RNU7-200P	0	0	0	0
RNA5SP406	0	0	0	0
RNU1-61P	0	0	0	0
RNU1-86P	0	0	0	0
	0	0	0	0
RNU7-105P	0	0	0	0
RNA5SP216	0	0	0	0
RF00397	0	0	0	0
RNU6-276P	0	0	0	0
RNA5SP408	0	0	0	0
RF00156	0	0	0	0
	0	0	0	0
	0	0	0	0
	1	1	0	0
RNU6-189P	0	0	0	0
	0	0	0	0
RNU6-871P	0	0	0	0
	0	0	0	0
RNU6-1143P	0	0	0	2
RN7SKP179	0	0	0	0
RNA5SP249	0	0	0	0
RNU7-129P	0	0	0	0
	0	0	0	0
RNU6-1278P	0	0	0	0
RF00398	0	0	0	0
RNA5SP116	0	0	0	0
RF00424	0	0	0	0
RNU6-693P	0	0	0	0
	0	0	0	0
RNU6-1023P	0	0	0	0
RN7SKP164	0	0	0	0
	0	0	0	0
	1	0	0	0
RN7SKP34	0	0	0	0
RNU6-1219P	0	0	0	0
RNA5SP522	0	0	0	0
RNU6-496P	0	0	0	0
RNU6-27P	0	0	0	0
RNU6-617P	0	0	0	0
RNU6-1095P	0	0	0	0
RNU6-1102P	0	0	0	0
	0	0	0	0
RNU6-559P	0	0	0	0
RNU6ATAC13P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP208	0	0	0	0
	0	0	0	0
RF00591	0	0	0	0
	0	0	0	0
	0	1	3	0
RNU1-41P	0	0	0	0
RNU6-1333P	0	0	0	0
RNU6-123P	0	0	0	0
RNU6-473P	0	0	0	0
RF00413	0	0	0	0
RNU6-718P	0	0	0	0
RN7SKP141	0	0	0	0
RNU6-991P	0	0	0	0
RNA5SP236	0	0	0	0
	0	0	0	0
RNU6-436P	0	0	0	0
RNU7-52P	0	0	0	0
RN7SKP43	0	0	0	0
RN7SKP157	0	0	0	0
RNU6-1161P	0	0	0	0
RF00019	0	0	0	0
RF00154	0	0	0	0
RNU4ATAC18P	0	1	0	0
	0	0	1	1
RNA5SP180	0	0	0	0
RNU7-49P	0	0	0	0
SCARNA17	21	17	12	24
RNA5SP227	0	0	0	0
RNU2-27P	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RNA5SP458	0	0	0	0
RNU6-168P	0	0	0	0
RF00322	0	0	0	0
	0	0	0	0
RNA5SP303	0	0	0	0
RNA5SP154	0	0	0	0
RNU7-154P	0	0	0	0
	0	0	0	0
RNU4ATAC8P	0	0	0	0
RNU6-927P	0	0	0	0
	0	0	0	0
SCARNA5	20	32	27	20
RF00402	0	0	0	0
RNA5SP521	0	0	0	0
RNU4ATAC14P	0	0	0	0
RF00156	0	0	0	0
RNU6-904P	0	0	0	0
RF01225	0	0	0	0
RNU6-1194P	0	0	0	0
RNU2-30P	0	0	0	0
RNU6ATAC9P	0	0	0	0
RF00492	0	0	0	0
RF00019	0	0	0	0
RF00133	0	0	0	0
RNU6-581P	0	0	0	0
	0	0	0	0
RNU6-982P	0	0	0	0
RNU6-1262P	0	0	0	0
RNU6ATAC14P	0	0	0	0
RN7SKP52	0	0	0	0
RNA5SP253	0	0	0	0
RNU6-1196P	0	0	0	0
RNU6-561P	0	0	0	0
RNU6-1281P	0	0	0	0
RNU6-311P	0	0	0	0
RNY4P37	0	0	0	0
RNU6-397P	0	0	0	0
RN7SKP288	0	0	0	0
RNU6-162P	0	0	0	0
	0	0	0	0
RNU6-287P	0	0	0	0
RF01233	0	0	0	0
RNA5SP228	0	0	0	0
RF00019	0	0	0	0
RF00438	0	0	0	0
RNU6-150P	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RF00561	0	0	0	0
RF00322	0	1	0	0
RN7SKP276	0	0	0	0
RNU6-1101P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU7-174P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP464	0	0	0	0
RNU6-415P	0	0	0	0
RNU6-469P	0	0	0	0
RNU6-1041P	0	0	0	0
RF00019	0	0	0	0
RNU6-864P	0	0	0	0
RNU2-53P	0	0	0	0
RNU4-71P	0	0	0	0
RNU6-390P	0	0	0	0
RF00019	0	0	0	0
RNA5SP341	0	0	0	0
	0	1	2	1
RNA5SP320	0	0	0	0
RNU6-947P	0	0	0	0
RNU6-416P	0	0	0	0
	0	0	0	0
RN7SKP196	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-327P	0	0	0	0
RNU7-99P	0	0	0	0
RNU6-277P	0	0	0	0
RNU6-547P	0	0	0	0
RF00561	0	0	0	0
RN7SKP12	0	0	0	0
	0	0	0	0
RNA5SP76	0	0	0	0
RN7SKP248	0	0	0	0
	0	0	0	0
RNU4ATAC7P	0	0	0	0
RNU6-1146P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP410	0	0	0	0
RF00322	0	0	0	0
RNU6-346P	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RNU6-758P	0	0	0	0
	0	0	0	0
RNU6-917P	0	0	0	0
RNU6-191P	0	0	0	0
RNU1-143P	0	0	0	0
RNY3P15	0	0	0	0
RNA5SP220	0	0	0	0
RNU6-1232P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00154	0	0	0	0
RNU6-523P	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RNU4ATAC4P	0	0	0	0
RNU6-1108P	0	0	0	0
RNU6ATAC39P	0	0	0	0
RF01225	0	0	0	0
	0	0	0	0
RNU6-970P	0	0	0	0
RF00598	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-1299P	0	0	0	0
RNU6-313P	0	0	0	0
RF00086	0	0	1	1
RF00090	0	0	0	0
RNU6-1045P	0	2	0	0
	0	0	0	0
RNU6-795P	0	0	0	0
RF00156	0	0	0	0
	0	1	0	0
RNVU1-2	0	0	0	0
RF00322	0	0	0	0
RNU6-1338P	0	0	0	0
RF00561	0	0	0	0
RF00283	12	8	7	16
RNU6-65P	0	0	0	0
	0	0	0	0
RF00492	0	0	0	0
	0	0	0	0
RNU6-1225P	0	0	0	0
	0	0	0	0
RNY3P16	0	0	0	1
RNU6-1206P	0	0	0	0
RNA5SP315	0	0	0	0
	2	0	1	2
RNU6-1265P	0	0	0	0
MIR2278	0	0	1	1
	0	0	0	0
RNU6-941P	0	0	0	0
RNU6-155P	0	0	0	0
RNU6-479P	0	0	1	0
RF00139	0	0	0	0
	0	0	0	0
RNA5SP318	0	0	0	0
RNU6-830P	0	0	0	0
RN7SKP31	0	0	0	0
RNA5SP282	0	0	0	0
RNU1-95P	0	0	0	0
RNA5SP287	0	0	0	0
RNA5SP200	0	0	0	0
RF01169	0	0	0	0
RF00019	0	0	0	0
RNU6-720P	0	0	0	0
RNU6-109P	0	0	0	0
RNU7-18P	0	0	0	0
	0	0	0	0
	0	0	0	0
	1	1	2	0
RNU7-69P	0	0	0	0
RNA5SP255	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP413	0	0	0	0
RNU6-948P	0	0	0	0
RNU2-10P	0	0	0	0
RNU6-752P	0	0	0	0
RNU6-781P	0	0	0	0
	0	0	0	0
RF00561	0	0	0	0
	0	0	0	0
RF00492	0	0	0	0
RNU6-751P	0	0	0	0
RF00411	0	1	0	1
RF00426	0	0	0	0
	0	0	0	0
RF00019	1	0	0	0
RF00156	0	0	0	0
RF00285	0	0	0	0
	0	0	1	0
RF00019	0	0	0	0
	0	0	0	0
RF00402	0	0	0	0
RNU6-764P	0	0	0	0
RNU7-40P	0	0	0	0
RNA5SP365	0	0	0	1
RNU1-48P	0	0	0	0
RF00019	0	0	0	0
RNA5SP473	0	0	0	0
RNU2-58P	1	0	0	0
SNORA74D	0	0	1	0
RNU6-542P	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RF00426	0	0	0	0
MIR892C	0	0	0	0
RNU6-977P	0	0	0	0
RNU7-13P	0	0	0	0
RNU6-1049P	0	0	0	0
RNU4ATAC15P	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00554	0	0	0	0
RF00611	0	0	1	0
RNA5SP67	0	0	0	0
RN7SKP253	0	0	0	0
	1	1	0	0
	0	0	0	0
RF00568	0	0	0	0
RNU4-54P	0	0	0	0
RF00322	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU7-115P	0	0	0	0
RNU6-412P	0	0	0	0
RNU7-3P	0	0	0	0
	0	0	0	0
RNA5SP92	0	0	0	0
RNU6-70P	0	0	0	0
RF00425	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RNU6-687P	0	0	0	0
RF00019	0	0	0	0
RNU2-35P	0	0	0	0
	0	0	0	0
RN7SKP265	0	0	0	0
RF00156	0	0	0	0
RNA5SP49	0	0	0	0
RNA5SP461	0	0	0	0
RNA5SP262	0	0	0	0
RNA5SP61	0	0	0	1
RNU6-659P	0	0	0	0
RNU7-153P	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RNA5SP495	0	0	0	0
RNA5SP417	0	0	0	0
RNU4ATAC12P	0	0	0	0
	0	0	0	0
RNU6-1110P	0	0	0	0
RNA5SP470	0	0	0	0
RNU6-426P	0	0	0	0
RF00422	0	0	0	0
RNU7-192P	0	0	0	0
SNORD116-30	0	0	0	0
	0	0	0	0
RNU6-406P	0	0	0	0
	0	1	1	1
	0	0	0	0
RNU6-1089P	0	0	0	0
RF00006	0	0	0	0
SNORA108	0	0	0	0
	0	0	0	0
RNA5SP24	0	0	0	0
RNU6-966P	0	0	0	0
RNA5SP519	0	0	0	0
RF00402	0	0	0	0
RF00322	0	0	0	0
RN7SKP238	0	0	0	0
	0	0	0	0
RNU6-589P	0	0	0	0
	0	0	0	0
RF00402	0	0	0	0
RNU6-875P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP134	0	0	0	0
RNA5SP147	0	0	0	0
	0	0	0	0
RF00090	0	0	0	0
	0	0	0	0
RNA5SP153	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU1-103P	1	0	0	0
RN7SKP21	0	0	0	0
RNA5SP281	0	0	0	0
	0	0	0	0
RNA5SP520	0	0	0	0
RNY4	0	0	0	0
RF00019	0	0	0	0
RF00019	0	0	0	0
RNU6-320P	0	0	0	0
RN7SKP83	0	0	0	0
RN7SKP244	0	1	0	1
RNU6-184P	0	0	0	0
	0	0	0	0
RNU6-1038P	0	0	0	0
SNORD116-25	0	0	0	0
	0	0	0	0
RF00006	0	1	0	1
RF00424	0	0	0	0
	0	0	0	0
RNU6-911P	0	0	0	0
RNU6-964P	0	0	0	0
RNU6-1337P	0	0	0	0
RNU6-62P	0	0	0	0
RNA5SP148	0	0	0	0
RF00322	0	0	0	0
RNU6-503P	0	0	0	0
RNU6-1061P	0	0	0	0
RF00019	0	0	0	0
RNA5SP164	0	0	0	0
RNU2-34P	0	0	0	0
RNA5SP121	0	0	0	0
RNU6-1046P	0	0	0	0
RNU6-1256P	0	0	0	0
RF00322	0	0	0	0
RPPH1-3P	0	0	0	0
RNU6ATAC12P	0	0	0	0
RF00561	0	0	0	0
RNU7-25P	0	0	0	0
	0	0	0	0
RN7SKP287	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RN7SKP135	0	0	0	0
	0	0	0	0
RNU6-118P	3	1	0	2
RNU6-506P	0	0	0	0
RNU7-43P	0	1	0	0
RNA5SP360	0	0	0	0
	0	0	0	0
RNA5SP367	0	0	0	0
RF00019	0	0	1	0
RNA5SP43	0	0	0	0
RNU7-51P	0	0	0	0
RNA5SP438	0	0	0	0
RNU6-725P	0	0	0	0
	0	0	0	0
RNU6-358P	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RNA5SP395	1	0	0	2
RNU6-504P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-314P	0	0	0	0
RNU6-68P	0	0	0	0
RNU6-1018P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU5F-4P	0	0	0	0
RNU6-638P	1	0	1	0
RNU6-1004P	0	0	0	0
	0	0	0	0
RNU6-1007P	0	0	0	0
RN7SKP195	0	0	0	0
RNU5A-4P	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RNU6-1291P	0	0	0	0
RNU4ATAC6P	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00424	0	0	0	0
	0	0	0	0
	0	0	0	1
RNU7-183P	0	0	0	0
RF00212	0	0	0	0
RF00602	0	0	0	0
RNU5B-3P	0	0	0	0
RNU6-1087P	0	0	0	0
RF00019	0	0	0	0
RNU7-121P	0	0	0	0
RNU6-100P	0	2	1	0
RNU6-1012P	0	0	0	0
RNU6-885P	0	0	0	0
RNU7-179P	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RNU6-1069P	0	0	0	0
RNA5SP476	0	0	0	0
RNU6-229P	0	0	0	0
RNA5SP384	0	0	0	0
RF00425	0	0	0	0
RNU1-107P	0	0	0	0
RF00573	0	0	1	0
RNA5SP285	0	0	0	0
RNU7-29P	0	0	0	0
	0	0	0	0
RNU6-1247P	0	0	0	0
	0	0	0	0
RF00322	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RNA5SP459	0	0	0	0
RF00279	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00264	0	0	0	0
	0	0	0	0
RF00091	0	0	0	0
RNU6-344P	0	0	0	0
	0	0	0	0
RNU6-405P	0	0	0	0
	0	0	0	0
RF00092	0	0	0	0
RNU6-139P	0	0	0	0
RF00019	0	0	0	0
RNA5SP168	0	0	0	0
RNU6-107P	0	0	0	1
	0	0	0	0
MIR2114	0	0	0	0
	0	0	0	0
RNA5SP434	0	0	0	0
RNU7-65P	0	0	0	0
RF00263	0	0	0	0
RF00443	0	0	0	0
RNU6-635P	0	0	0	0
RF00416	0	0	0	0
RNU6-113P	0	0	0	0
	0	0	0	0
RN7SKP70	2	2	0	1
	0	1	0	0
MIR2115	0	0	0	0
RNU6-347P	0	0	0	0
RNU2-57P	0	0	0	0
RNU7-160P	0	0	0	0
RNU6-551P	0	0	0	0
	0	0	0	0
RNU6-521P	0	0	0	0
RF00272	3	1	4	2
RNU6-539P	0	0	0	0
RNU6-1332P	0	0	0	0
